"id","order_id","product_id","product_name","quantity","unit_price","line_total","is_oos","created_at","updated_at"
"1ffe8427-b3fb-4f02-8d8a-3b20eeda52a3","be93f299-9536-41e7-b2c1-1fb53301bb50","p007","Tirzepatide 60mg","1.00","135.00","135.00","false","""2026-04-25T20:27:35.544Z""","""2026-04-25T20:27:35.544Z"""
"20515528-2233-4baa-bae5-a2c07792b4d4","c32d2f51-e488-449d-8177-0eb7978dcb1a","prod-fd59d68b","Convipen","3.00","8.50","25.50","false","""2026-04-17T17:54:05.379Z""","""2026-04-17T17:54:05.379Z"""
"20d1ff57-a689-4e17-90d3-ab0be31c4679","1c2d7a35-d2ef-4a2d-8131-6c8b1adb3d27","prod-fd59d68b","Convipen","2.00","11.53","23.06","false","""2026-04-15T12:38:08.720Z""","""2026-04-15T12:38:08.720Z"""
"21122efe-7024-4248-9a70-6da1361c103c","9f0ce21f-9c82-435a-b122-ab6ebfc7ab65","p030","BPC 157 10mg","1.00","45.00","45.00","false","""2026-04-24T14:21:23.109Z""","""2026-04-24T14:21:23.109Z"""
"21198f6e-64d4-40ba-a51d-39188cf88454","c8e8c71f-af99-4559-b00f-c1834eff9775","prod-fd59d68b","Convipen","1.00","8.50","8.50","false","""2026-04-17T05:38:02.785Z""","""2026-04-17T05:38:02.785Z"""
"21249953-3496-4595-896e-89f197bc004b","28896ae7-e550-438e-8e8f-1b260bd2f0cc","p039","Epitalon 10mg","0.50","45.00","22.50","false","""2026-04-17T22:59:55.326Z""","""2026-04-17T22:59:55.326Z"""
"21cab2d8-2378-4807-a5dc-f3264aea3e0b","c0c87994-b6ae-4f0b-abb6-bd658e1195a0","prod-921c7f23","Gensupen2","1.00","8.50","8.50","false","""2026-04-17T05:06:44.410Z""","""2026-04-17T05:06:44.410Z"""
"21e4a551-72b0-4df6-86ed-a333943ab669","8c59237e-a4db-40bc-b733-0af461294331","prod-8faf9af7","Retatrutide 140mg","1.00","340.00","340.00","false","""2026-04-25T03:49:24.534Z""","""2026-04-25T03:49:24.534Z"""
"22bfaeee-0ab7-4338-8cb1-1b866abb20de","5940894e-1d74-41da-93b5-3cfa95b815b2","p063","Na Semax 10mg","0.50","70.00","35.00","false","""2026-04-16T10:06:50.168Z""","""2026-04-16T10:06:50.168Z"""
"2373b263-1454-4932-936a-ff836cca0c28","3dfd1c42-99b0-4d0c-a643-8c8f36245089","prod-8faf9af7","Retatrutide 140mg","1.00","340.00","340.00","false","""2026-04-25T14:50:10.384Z""","""2026-04-25T14:50:10.384Z"""
"237cbc75-efdc-4456-9dba-1508da46426e","ada0a563-7e91-4fd9-825a-305ab7e8dfa0","p030","BPC 157 10mg","1.00","45.00","45.00","false","""2026-04-21T22:59:13.706Z""","""2026-04-21T22:59:13.706Z"""
"23af21c2-0f6c-4fe5-8531-e683b5db51dd","dae30146-976a-4d5b-8860-636bfafeb3a4","prod-fd59d68b","Convipen","1.00","11.53","11.53","false","""2026-04-15T11:34:27.644Z""","""2026-04-15T11:34:27.644Z"""
"23b3636c-9c81-4008-9bd3-20e468eba81f","63948701-a690-40bc-8b3f-e2d202f99446","p014","Cagrilintide 5mg","0.50","90.00","45.00","false","""2026-04-25T09:22:26.081Z""","""2026-04-25T09:22:26.081Z"""
"241674c0-e897-4e1d-9ec8-3afc35d293a0","63948701-a690-40bc-8b3f-e2d202f99446","p024","HGH 10IU","2.00","50.00","100.00","false","""2026-04-25T09:22:26.081Z""","""2026-04-25T09:22:26.081Z"""
"2427485c-c908-406b-b280-af2286efa3ca","9b4f33d3-e2fc-4292-8f8c-c6c3ce35b628","p012","Retatrutide 40mg","0.50","165.00","82.50","false","""2026-04-26T06:36:12.368Z""","""2026-04-26T06:36:12.368Z"""
"24335e6e-e813-4ee5-b39b-a4c807f5595d","c338f10a-ec32-4ecd-8b5c-b07e299c332e","p024","HGH 10IU","1.00","50.00","50.00","false","""2026-04-18T08:38:02.863Z""","""2026-04-18T08:38:02.863Z"""
"243de670-f8ae-4be8-b6d3-8acec395cd29","133aa208-bd94-4c73-af25-42762f40e0fb","p041","N-Acetyl Epitalon 20mg","0.50","110.00","55.00","false","""2026-04-25T09:33:27.829Z""","""2026-04-25T09:33:27.829Z"""
"244b76ba-0c87-4f8b-a6d9-84f40682e793","c186bf88-d977-4c85-b5c2-34f00ddd25a0","prod-fd59d68b","Convipen","3.00","8.50","25.50","false","""2026-04-23T21:23:38.775Z""","""2026-04-23T21:23:38.775Z"""
"24c01d3b-6f71-42ef-9cd8-6f935ddaba76","28896ae7-e550-438e-8e8f-1b260bd2f0cc","p078","GHK-CU 100mg","0.50","51.00","25.50","false","""2026-04-17T22:59:55.326Z""","""2026-04-17T22:59:55.326Z"""
"24d7190c-1a76-4d85-bd70-8fe949cb6989","f05026e7-386e-411f-891f-9de05046882c","p118","Vesilute 20mg","1.00","120.00","120.00","false","""2026-04-18T19:43:53.366Z""","""2026-04-18T19:43:53.366Z"""
"255a2d08-bfca-484c-a924-c8bfa7c9c3c0","9683cee4-7ced-4b39-818c-e5a25d08526c","p041","N-Acetyl Epitalon 20mg","0.50","110.00","55.00","false","""2026-04-24T13:10:33.300Z""","""2026-04-24T13:10:33.300Z"""
"2617fdf9-56ed-4037-a686-36e5b9e75937","9f550a2f-d9a1-43fb-9615-f03841cae5fc","p078","GHK-CU 100mg","0.50","51.00","25.50","false","""2026-04-19T06:36:27.026Z""","""2026-04-19T06:36:27.026Z"""
"26491626-3259-45b1-910f-1ac5d53528ba","c8e8c71f-af99-4559-b00f-c1834eff9775","prod-921c7f23","Gensupen2","1.00","8.50","8.50","false","""2026-04-17T05:38:02.785Z""","""2026-04-17T05:38:02.785Z"""
"26bd9431-b9dc-4b1a-b4df-4ab66719ea74","5f2d6094-a190-4837-84be-822f4364e1c8","prod-fd59d68b","Convipen","1.00","8.50","8.50","false","""2026-04-21T19:29:06.451Z""","""2026-04-21T19:29:06.451Z"""
"2714b8f4-f580-4a4c-9920-0d0f36dbcd95","35e42e18-170a-429c-9316-1122460ffce4","prod-8faf9af7","Retatrutide 140mg","4.00","340.00","1360.00","false","""2026-04-23T16:43:39.099Z""","""2026-04-23T16:43:39.099Z"""
"27258417-cf6a-4425-89ec-2004cf220c4d","7d8deaf5-a12d-48c5-93b9-a2abc6ae39b0","prod-fd59d68b","Convipen","2.00","11.53","23.06","false","""2026-04-15T15:17:17.888Z""","""2026-04-15T15:17:17.888Z"""
"275e25c1-9ba1-4f5b-9849-ab76718b41ae","90774263-2415-41a8-8094-3aee186ce2f8","p083","LL-37 5mg","1.00","85.00","85.00","false","""2026-04-26T07:39:30.255Z""","""2026-04-26T07:39:30.255Z"""
"27caaa88-0211-4ff8-9eb7-c1eab8d214c3","abd8fa8f-522c-4d56-9e2d-7d8a99af6b47","prod-fd59d68b","Convipen","3.00","8.50","25.50","false","""2026-04-15T19:07:55.103Z""","""2026-04-15T19:07:55.103Z"""
"27ee6531-db30-46d0-93c0-c95b4e793f84","50c2f55c-7d81-430b-a58a-5bb9ba163948","prod-fd59d68b","Convipen","1.00","11.53","11.53","false","""2026-04-15T12:04:27.344Z""","""2026-04-15T12:04:27.344Z"""
"2812c1a6-4959-4f52-9031-1a983c301b22","92d84fba-b842-417c-8aef-f778a42f78e0","p069","DSIP 5mg","1.00","35.00","35.00","false","""2026-04-24T20:46:24.285Z""","""2026-04-24T20:46:24.285Z"""
"28bee3f0-aaa0-4e05-8982-76fe09d6a79c","bef17fa2-c1a4-47a0-b22d-55d94d7d8123","prod-fd59d68b","Convipen","3.00","8.50","25.50","false","""2026-04-15T11:15:50.564Z""","""2026-04-15T11:15:50.564Z"""
"29c164b7-787a-4f77-a12c-d52b3b9b282e","92d84fba-b842-417c-8aef-f778a42f78e0","p079","GHK-CU 50mg","0.50","40.00","20.00","false","""2026-04-24T20:46:24.285Z""","""2026-04-24T20:46:24.285Z"""
"2a0f2f3c-6a1b-4c45-bcd0-7b79e66f35d0","bfade1e7-c4d3-4798-a1ff-b1f4e818dab4","p091","Ara-290 16mg","3.00","60.00","180.00","false","""2026-04-25T22:25:06.780Z""","""2026-04-25T22:25:06.780Z"""
"2abb3056-9e87-40c0-8f9d-f285f95fd288","82153e32-be22-45e1-baf9-9f332ff0a885","p107","Bronchogen 20mg","1.00","120.00","120.00","false","""2026-04-18T09:33:18.913Z""","""2026-04-18T09:33:18.913Z"""
"2b344d35-2eb1-47e7-8c5a-7a82ce95e30c","92d84fba-b842-417c-8aef-f778a42f78e0","p032","TB500 (TB4) 10mg","1.00","85.00","85.00","false","""2026-04-24T20:46:24.285Z""","""2026-04-24T20:46:24.285Z"""
"2b5cd0f8-fd5d-408b-abf4-d52a3365b833","ada0a563-7e91-4fd9-825a-305ab7e8dfa0","p049","Tesamorelin 10mg","0.50","125.00","62.50","false","""2026-04-21T22:59:13.706Z""","""2026-04-21T22:59:13.706Z"""
"2b606b26-03d7-4fcb-a109-771f4f7dc56a","84fb16e2-b251-4cac-8a9a-5840e53d7b0f","p008","Tirzepatide 100mg","1.00","220.00","220.00","false","""2026-04-26T05:52:46.458Z""","""2026-04-26T05:52:46.458Z"""
"2bbb019c-d9c1-4c5c-be8a-5fe6190b4bc3","c338f10a-ec32-4ecd-8b5c-b07e299c332e","p078","GHK-CU 100mg","2.00","51.00","102.00","false","""2026-04-18T08:38:02.863Z""","""2026-04-18T08:38:02.863Z"""
"2c4e2d8e-27d1-40c8-8687-42c9be075b13","5940894e-1d74-41da-93b5-3cfa95b815b2","p043","Melanotan I 10mg","0.50","50.00","25.00","false","""2026-04-16T10:06:50.168Z""","""2026-04-16T10:06:50.168Z"""
"2cbf7e57-890a-4a1f-97a6-53c2710318bd","c677e3a5-6cfc-4c50-9aff-f618817404f7","p054","SS-31 10mg","1.00","75.00","75.00","false","""2026-04-23T18:49:56.343Z""","""2026-04-23T18:49:56.343Z"""
"2de6369a-2385-4e6f-9a9d-27ed123f4e19","8d2fd92e-c05f-48a8-a892-f152bc7a1c74","p041","N-Acetyl Epitalon 20mg","1.00","110.00","110.00","false","""2026-04-18T11:38:49.022Z""","""2026-04-18T11:38:49.022Z"""
"2f6897c6-b548-49d2-882f-a23166c76122","31d52468-64fc-4d46-b4b7-700eef0ac917","p042","Melanotan II 10mg","1.00","40.00","40.00","false","""2026-04-25T12:35:00.613Z""","""2026-04-25T12:35:00.613Z"""
"2fdce455-b30f-4bfa-bd36-613131a58ce3","e78e33cd-a27d-4c4b-963c-9cce7c37f399","prod-921c7f23","Gensupen2","3.00","8.50","25.50","false","""2026-04-21T11:31:53.636Z""","""2026-04-21T11:31:53.636Z"""
"2ff8d297-ec8a-46c0-a880-ce5ac90f1e3b","447568fe-c5f5-4965-967d-c2df2fa4b161","p049","Tesamorelin 10mg","1.00","125.00","125.00","false","""2026-04-25T17:47:35.458Z""","""2026-04-25T17:47:35.458Z"""
"30686685-0398-4890-85a1-d71bb8d8da39","0c02e3b4-c736-404a-a485-3858a794db78","prod-921c7f23","Gensupen2","1.00","8.50","8.50","false","""2026-04-23T14:53:38.773Z""","""2026-04-23T14:53:38.773Z"""
"307bf838-c7d7-4222-a1e6-970a3e8c1b2b","81a383b4-7090-499f-9b78-30437ac2bae4","p007","Tirzepatide 60mg","1.00","135.00","135.00","false","""2026-04-17T06:55:43.134Z""","""2026-04-17T06:55:43.134Z"""
"30879560-67ab-4953-a22c-8a8d8a34cb75","907f2372-d4d2-4ccb-a1e9-435b839f278e","prod-fd59d68b","Convipen","1.00","8.50","8.50","false","""2026-04-23T14:50:53.272Z""","""2026-04-23T14:50:53.272Z"""
"30c2624f-3d25-463f-b0bb-511ead1f0580","5a5cc22c-c914-4b6a-94ae-d5e1678f58c4","p012","Retatrutide 40mg","2.00","165.00","330.00","false","""2026-04-24T16:17:10.346Z""","""2026-04-24T16:17:10.346Z"""
"30dcc6b7-7fca-430f-bb46-76556ca4249e","f05026e7-386e-411f-891f-9de05046882c","p050","Tesamorelin 20mg","1.00","220.00","220.00","false","""2026-04-18T19:43:53.366Z""","""2026-04-18T19:43:53.366Z"""
"3112972a-58d8-4e83-a091-31cc54c462f7","4106b2a2-fb63-4cf2-9414-9b9ee0b9266a","prod-fd59d68b","Convipen","2.00","11.53","23.06","false","""2026-04-15T12:10:11.429Z""","""2026-04-15T12:10:11.429Z"""
"314505fd-eea4-404b-aae4-9f1098af519f","d0612b72-9872-4e25-871b-81f97e5de073","prod-921c7f23","Gensupen2","3.00","11.53","34.59","false","""2026-04-15T19:48:42.801Z""","""2026-04-15T19:48:42.801Z"""
"31800b6d-e122-4e13-a66d-4a7870849d38","209ba919-4563-4401-bf5d-fa374bba842d","prod-fd59d68b","Convipen","1.00","11.53","11.53","false","""2026-04-15T12:00:19.777Z""","""2026-04-15T12:00:19.777Z"""
"33320177-5dec-437e-96b7-b5c98a1a6dc2","7f860741-46c5-48ad-aadd-ecef43910418","p078","GHK-CU 100mg","1.00","51.00","51.00","false","""2026-04-14T19:38:42.178Z""","""2026-04-14T19:38:42.178Z"""
"33941980-4b53-42fc-acd0-164f2cb807d8","06f51a91-f839-452d-a93e-c0b6905bc0f5","p062","Selank 10mg","1.00","55.00","55.00","false","""2026-04-26T07:30:15.146Z""","""2026-04-26T07:30:15.146Z"""
"33c4b895-1925-45af-a860-feb1cfae46c2","9683cee4-7ced-4b39-818c-e5a25d08526c","p120","AHK-CU 10g Raw","0.50","175.00","87.50","false","""2026-04-24T13:10:33.300Z""","""2026-04-24T13:10:33.300Z"""
"3408ba15-9e24-4868-a0b1-5c4b7c07a188","ab4541f0-a684-4fdc-854e-cc329d3efbf0","prod-8faf9af7","Retatrutide 140mg","1.00","340.00","340.00","false","""2026-04-14T19:56:24.193Z""","""2026-04-14T19:56:24.193Z"""
"344460b1-d6b7-48f3-b295-1670b7bc547f","e5e20cb7-51bf-436d-8a07-29ff13023e4c","p010","Retatrutide 20mg","1.00","120.00","120.00","false","""2026-04-24T20:35:37.263Z""","""2026-04-24T20:35:37.263Z"""
"344c0a0b-84fe-483c-9f4f-ec98a25dd024","4536669f-9de4-4ced-a5b1-4e74138f2f80","p090","PE-22-28 10mg","1.00","70.00","70.00","false","""2026-04-24T16:35:55.416Z""","""2026-04-24T16:35:55.416Z"""
"3452c10d-1ecc-4092-8770-10020d1a08c8","a1204663-ddaa-4ac5-ab53-a1e38efb1140","prod-fd59d68b","Convipen","2.00","8.50","17.00","false","""2026-04-24T17:25:28.748Z""","""2026-04-24T17:33:59.251Z"""
"3572de1b-ed23-4e13-b531-648a4013acc6","84d2acb4-498e-496c-8d2d-d31b925c670b","p069","DSIP 5mg","0.50","35.00","17.50","false","""2026-04-16T07:38:10.402Z""","""2026-04-16T07:38:10.402Z"""
"359f6987-0e4d-464b-b3da-5f385ec2c80f","06f51a91-f839-452d-a93e-c0b6905bc0f5","p058","Thymosin Alpha-1 10mg","1.00","125.00","125.00","false","""2026-04-26T07:30:15.146Z""","""2026-04-26T07:30:15.146Z"""
"375f34bb-f9b2-4044-8eb0-5b2c17137da7","81500db7-d8fa-4af6-942a-948858bad43f","p058","Thymosin Alpha-1 10mg","0.50","125.00","62.50","false","""2026-04-25T07:42:28.396Z""","""2026-04-25T07:42:28.396Z"""
"3776dfdc-9dd8-4aac-8bb2-ccc1c56eab93","84d2acb4-498e-496c-8d2d-d31b925c670b","p055","SS-31 30mg","1.00","155.00","155.00","false","""2026-04-16T07:38:10.402Z""","""2026-04-16T07:38:10.402Z"""
"37e25c4f-317a-4a5d-a8f8-b3b64b8a3656","f729b472-ea92-4347-8cc3-f8227caa7e3c","p026","5-Amino-1MQ 50mg","1.00","75.00","75.00","false","""2026-04-18T05:54:59.507Z""","""2026-04-18T05:54:59.507Z"""
"37f9ec9a-f28d-45a5-9630-607dcb85d182","a9c347d3-1899-4269-98ac-f741e5f68d52","prod-8faf9af7","Retatrutide 140mg","1.00","340.00","340.00","false","""2026-04-23T20:01:49.286Z""","""2026-04-23T20:01:49.286Z"""
"38990317-dbd7-4120-a474-8fc2ca384dfc","63948701-a690-40bc-8b3f-e2d202f99446","p077","AHK-CU 100mg","0.50","60.00","30.00","false","""2026-04-25T09:22:26.081Z""","""2026-04-25T09:22:26.081Z"""
"390e100d-a4aa-4d9d-8696-c072ac3a97a5","70d1c15c-526d-4142-a58d-f05732c3dbaa","prod-921c7f23","Gensupen2","1.00","8.50","8.50","false","""2026-04-21T19:37:35.268Z""","""2026-04-21T19:37:35.268Z"""
"39356f72-9455-47e2-a90c-2603a9987a3f","d849876e-d019-4e48-bd22-5052b8cd6b28","prod-921c7f23","Gensupen2","1.00","11.53","11.53","false","""2026-04-15T12:18:43.019Z""","""2026-04-15T12:18:43.019Z"""
"39766792-761b-4037-bb22-c326ff3f1eba","06f51a91-f839-452d-a93e-c0b6905bc0f5","p032","TB500 (TB4) 10mg","1.00","85.00","85.00","false","""2026-04-26T07:30:15.146Z""","""2026-04-26T07:30:15.146Z"""
"39fdde13-c5e4-47a2-bae6-d5484f10a4a3","24c578eb-26c3-42ea-b379-9431d98eb070","prod-fd59d68b","Convipen","2.00","8.50","17.00","false","""2026-04-22T18:02:04.340Z""","""2026-04-22T18:02:04.340Z"""
"3a37ca5e-3ecd-4816-bcb3-dc3e0bba246a","8d2fd92e-c05f-48a8-a892-f152bc7a1c74","p088","GLOW (TB4 10mg + BPC 10mg + GHK 50mg)","1.00","135.00","135.00","false","""2026-04-18T11:38:49.022Z""","""2026-04-18T11:38:49.022Z"""
"3a43df09-514b-409b-8208-a8f77ae26515","6918af60-21d0-47f9-8984-7fb5b1b5656d","p043","Melanotan I 10mg","1.00","50.00","50.00","false","""2026-04-26T06:06:02.060Z""","""2026-04-26T06:06:02.060Z"""
"3a4a908a-afa5-45c5-8142-36bfdf7496bb","69b07369-a441-402d-99bd-a57a9d257707","prod-fd59d68b","Convipen","3.00","8.50","25.50","false","""2026-04-16T05:29:34.597Z""","""2026-04-16T05:29:34.597Z"""
"3a67a2cc-f6bc-49c5-a85a-7e56d5b3b99e","b213ae65-dc6d-4579-97b3-8dafa365b8c6","p109","Cartalax 20mg","0.50","120.00","60.00","false","""2026-04-24T14:52:51.402Z""","""2026-04-24T14:52:51.402Z"""
"3aa71990-c85a-4a78-935c-d5f8d2d59521","ab1ad001-6dc7-47e2-9261-5754f1f7c254","prod-fd59d68b","Convipen","1.00","8.50","8.50","false","""2026-04-16T23:23:42.862Z""","""2026-04-16T23:23:42.862Z"""
"3affd845-fcbb-4511-9f4e-e7fe65fec516","f729b472-ea92-4347-8cc3-f8227caa7e3c","p089","KLOW (TB 10mg + BPC 10mg + KPV 10mg + GHK 50mg)","1.00","160.00","160.00","false","""2026-04-18T05:54:59.507Z""","""2026-04-18T05:54:59.507Z"""
"3b05460b-b4c6-48b8-90f1-f00ac8ee9286","6a257551-7a90-4d79-b24c-23f66dc8181d","prod-fd59d68b","Convipen","1.00","8.50","8.50","false","""2026-04-15T11:29:43.634Z""","""2026-04-15T11:29:43.634Z"""
"3b27d25b-e7fe-4913-bc64-6f438a7d243d","c677e3a5-6cfc-4c50-9aff-f618817404f7","p061","Semax 10mg","1.00","55.00","55.00","false","""2026-04-23T18:49:56.343Z""","""2026-04-23T18:49:56.343Z"""
"3b6390a7-b132-4f6a-b7e6-e094c6706664","15d05784-951e-4011-9fe1-feb9b4832703","p078","GHK-CU 100mg","1.00","51.00","51.00","false","""2026-04-24T22:56:06.249Z""","""2026-04-24T22:56:06.249Z"""
"3c630247-1f7e-46b5-a1e8-e0e989f257dc","8d2fd92e-c05f-48a8-a892-f152bc7a1c74","p064","Na Selank","1.00","70.00","70.00","false","""2026-04-18T11:38:49.022Z""","""2026-04-18T11:38:49.022Z"""
"3d7b8380-7c84-4736-8e1e-9ead57ea3664","9420e35c-44cb-4b7c-8a55-087d50d6bbe7","p012","Retatrutide 40mg","1.00","165.00","165.00","false","""2026-04-20T20:18:48.817Z""","""2026-04-20T20:18:48.817Z"""
"3dbbfd09-1b98-4bb6-aea3-6da103294576","4b085067-8959-4706-a338-dc19c42e89b2","p051","Mots-C 10mg","1.00","55.00","55.00","false","""2026-04-18T23:16:27.245Z""","""2026-04-18T23:16:27.245Z"""
"3e63e24f-f4c1-4112-af4f-48da4be6bea9","8d2fd92e-c05f-48a8-a892-f152bc7a1c74","p078","GHK-CU 100mg","1.00","51.00","51.00","false","""2026-04-18T11:38:49.022Z""","""2026-04-18T11:38:49.022Z"""
"3ebc3c13-c226-4412-9073-8dcade49ae5b","7cc9da98-a10a-47f8-b1fa-297ad69f838e","prod-fd59d68b","Convipen","3.00","8.50","25.50","false","""2026-04-15T16:55:29.707Z""","""2026-04-15T16:55:29.707Z"""
"3f471d62-8447-4e60-b589-5e1196d006b1","63948701-a690-40bc-8b3f-e2d202f99446","p052","Mots-C 20mg","1.00","95.00","95.00","false","""2026-04-25T09:22:26.081Z""","""2026-04-25T09:22:26.081Z"""
"3f93091c-ab63-409d-ac0a-c974d80e3096","45bb7632-c958-4808-878c-5064efda9e33","prod-fd59d68b","Convipen","1.00","11.53","11.53","false","""2026-04-15T12:55:33.341Z""","""2026-04-15T12:55:33.341Z"""
"3fbf0134-bf8b-4514-9c32-330b8322e5e3","90774263-2415-41a8-8094-3aee186ce2f8","p031","BPC 157 40mg","1.00","160.00","160.00","false","""2026-04-26T07:39:30.255Z""","""2026-04-26T07:39:30.255Z"""
"407a7fac-0e79-4244-82ba-31c686d586a6","28896ae7-e550-438e-8e8f-1b260bd2f0cc","p049","Tesamorelin 10mg","0.50","125.00","62.50","false","""2026-04-17T22:59:55.326Z""","""2026-04-17T22:59:55.326Z"""
"4162a75d-2ba0-4217-a201-fe2c016c1a34","bfade1e7-c4d3-4798-a1ff-b1f4e818dab4","p026","5-Amino-1MQ 50mg","1.00","75.00","75.00","false","""2026-04-25T22:25:06.780Z""","""2026-04-25T22:25:06.780Z"""
"419d5e24-ac50-4ef6-9b32-63ca2dc14a7c","88b24881-6fd5-46d7-8275-5557e4d34273","prod-fd59d68b","Convipen","3.00","8.50","25.50","false","""2026-04-17T15:33:51.758Z""","""2026-04-17T15:33:51.758Z"""
"41b1f5a0-7c4c-4788-b320-90b31726d408","26a0a306-6031-46ff-aad8-4b732a829368","p001","Semaglutide 10mg","0.50","55.00","27.50","false","""2026-04-25T11:31:23.419Z""","""2026-04-25T11:31:23.419Z"""
"41f20f5b-be50-450f-bac1-82fb7e09bb96","ade38a6a-f607-47ba-b1f3-65fa9c937e55","p069","DSIP 5mg","1.00","35.00","35.00","false","""2026-04-25T19:19:00.277Z""","""2026-04-25T19:19:00.277Z"""
"42511a63-68ad-4c8d-be58-721cf1d5ca81","8d2fd92e-c05f-48a8-a892-f152bc7a1c74","p089","KLOW (TB 10mg + BPC 10mg + KPV 10mg + GHK 50mg)","1.00","160.00","160.00","false","""2026-04-18T11:38:49.022Z""","""2026-04-18T11:38:49.022Z"""
"42fb481e-c42d-4183-ada6-a91d6e6d091c","a631f732-c512-4b5d-84e5-bd660207a5f3","p052","Mots-C 20mg","1.00","95.00","95.00","false","""2026-04-25T09:42:56.554Z""","""2026-04-25T09:42:56.554Z"""
"43e6199b-e629-4f17-9d02-ba6ff99f76d9","4e18753e-10d8-4fd2-ba04-f3a92097c62a","p030","BPC 157 10mg","1.00","45.00","45.00","false","""2026-04-17T18:27:41.471Z""","""2026-04-17T18:27:41.471Z"""
"44a45ad0-2065-4e8f-aac6-e3d8e16f5824","84d2acb4-498e-496c-8d2d-d31b925c670b","p043","Melanotan I 10mg","1.00","50.00","50.00","false","""2026-04-16T07:38:10.402Z""","""2026-04-16T07:38:10.402Z"""
"44f329e6-9db0-495e-983a-28f41e3e27f1","28896ae7-e550-438e-8e8f-1b260bd2f0cc","p072","BPC 10mg / TB4 10mg Blend","0.50","135.00","67.50","false","""2026-04-17T22:59:55.326Z""","""2026-04-17T22:59:55.326Z"""
"458204ac-fa5a-4f0b-93ad-b8ddac6fb904","bfade1e7-c4d3-4798-a1ff-b1f4e818dab4","p039","Epitalon 10mg","1.00","45.00","45.00","false","""2026-04-25T22:25:06.780Z""","""2026-04-25T22:25:06.780Z"""
"45c50fec-1420-47e6-8777-98ae71463bc6","90774263-2415-41a8-8094-3aee186ce2f8","p039","Epitalon 10mg","0.50","45.00","22.50","false","""2026-04-26T07:39:30.255Z""","""2026-04-26T07:39:30.255Z"""
"46321758-7c3a-427e-b504-bffd2688c0d3","ada0a563-7e91-4fd9-825a-305ab7e8dfa0","p038","Kisspeptin 10mg","1.00","70.00","70.00","false","""2026-04-21T22:59:13.706Z""","""2026-04-21T22:59:13.706Z"""
"464f7d59-a9e4-4775-aeff-822d13f29b8e","8d2fd92e-c05f-48a8-a892-f152bc7a1c74","p016","Mazdutide 10mg","1.00","160.00","160.00","false","""2026-04-18T11:38:49.022Z""","""2026-04-18T11:38:49.022Z"""
"4654731e-325b-48d4-9d44-d711b773e6f4","d54b07eb-bdaf-4b06-b1b2-0e73f8786404","p104","Pinealon 20mg","1.00","120.00","120.00","false","""2026-04-24T16:36:39.741Z""","""2026-04-24T16:36:39.741Z"""
"465d24c6-c17d-4614-bd91-6905e649c63b","63948701-a690-40bc-8b3f-e2d202f99446","p006","Tirzepatide 45mg","1.00","115.00","115.00","false","""2026-04-25T09:22:26.081Z""","""2026-04-25T09:22:26.081Z"""
"46899180-9bae-4018-95b2-d86c29109741","4536669f-9de4-4ced-a5b1-4e74138f2f80","p063","Na Semax","1.00","70.00","70.00","false","""2026-04-24T16:35:55.416Z""","""2026-04-24T16:35:55.416Z"""
"479a7532-3fbc-446f-a4d0-1e7f9df24657","65d75d8c-e5f3-4875-b0d9-2c2134a76fc5","prod-921c7f23","Gensupen2","1.00","8.50","8.50","false","""2026-04-18T10:00:24.303Z""","""2026-04-18T10:00:24.303Z"""
"4904b178-15c5-49ef-b397-f83414fcbca4","e659edb1-843a-4874-bac0-32ebf1b2ee0a","p033","TB500 (TB4) 20mg","1.00","165.00","165.00","false","""2026-04-26T05:37:09.390Z""","""2026-04-26T05:37:09.390Z"""
"49052495-3910-42bc-ac0e-0d3fe716c548","133aa208-bd94-4c73-af25-42762f40e0fb","p083","LL-37 5mg","0.50","85.00","42.50","false","""2026-04-25T09:33:27.829Z""","""2026-04-25T09:33:27.829Z"""
"490dc078-e3f7-4503-a8ef-22aeabd822d9","69d51bfe-48dd-4c59-872e-ea08205160b0","prod-921c7f23","Gensupen2","1.00","8.50","8.50","false","""2026-04-15T16:55:44.600Z""","""2026-04-15T16:55:44.600Z"""
"495b36d9-bf08-4c54-a61d-a772d80c97c2","d901b713-60c1-46ef-8b83-6559570b5174","prod-fd59d68b","Convipen","3.00","8.50","25.50","false","""2026-04-24T18:42:25.428Z""","""2026-04-24T18:42:25.428Z"""
"4a2174e2-5e1a-4607-838d-4598ffdf7989","ada0a563-7e91-4fd9-825a-305ab7e8dfa0","p012","Retatrutide 40mg","2.00","165.00","330.00","false","""2026-04-21T22:59:13.706Z""","""2026-04-21T22:59:13.706Z"""
"4ac0c79e-dd61-43e2-a397-b698a8b67070","90774263-2415-41a8-8094-3aee186ce2f8","p084","KPV 10mg","1.00","60.00","60.00","false","""2026-04-26T07:39:30.255Z""","""2026-04-26T07:39:30.255Z"""
"4b6f1a82-4c89-4285-888b-b0278f93e74c","3a04e336-5512-4298-b549-347eb5cc382d","prod-921c7f23","Gensupen2","3.00","11.53","34.59","false","""2026-04-15T13:13:31.379Z""","""2026-04-15T13:13:31.379Z"""
"4b807ff1-a4c6-4f8e-813d-be294a8e43b3","133aa208-bd94-4c73-af25-42762f40e0fb","p058","Thymosin Alpha-1 10mg","0.50","125.00","62.50","false","""2026-04-25T09:33:27.829Z""","""2026-04-25T09:33:27.829Z"""
